airline,airport,type,block,n,airline_airport
AA,AUS,Departure,2017-01-01T19:01:00Z,28,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T19:11:00Z,28,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T19:21:00Z,21,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T19:31:00Z,120,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T19:41:00Z,107,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T19:51:00Z,65,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:01:00Z,67,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:11:00Z,31,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:21:00Z,21,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:31:00Z,24,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:41:00Z,21,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T20:51:00Z,10,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:01:00Z,20,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:11:00Z,14,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:21:00Z,15,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:31:00Z,8,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:41:00Z,9,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T21:51:00Z,6,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:01:00Z,3,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:11:00Z,5,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:21:00Z,3,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:31:00Z,2,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:41:00Z,4,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T22:51:00Z,5,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T23:01:00Z,3,American / Austin-Bergstrom International Airport (AUS)
AA,AUS,Departure,2017-01-01T23:11:00Z,1,American / Austin-Bergstrom International Airport (AUS)
AA,CLT,Arrival,2017-01-01T00:01:00Z,-106,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T00:11:00Z,-67,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T00:21:00Z,-54,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T00:31:00Z,-35,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T00:41:00Z,-31,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T00:51:00Z,-23,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:01:00Z,-28,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:11:00Z,-14,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:21:00Z,-14,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:31:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:41:00Z,-17,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T01:51:00Z,-7,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:01:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:11:00Z,-5,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:21:00Z,-3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:31:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:41:00Z,-3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T02:51:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:01:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:11:00Z,-3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:21:00Z,-2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:31:00Z,-2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:41:00Z,-1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T03:51:00Z,-2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T04:01:00Z,-4,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T04:11:00Z,-1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T04:31:00Z,-2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T05:11:00Z,-3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T05:21:00Z,-25,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T05:31:00Z,-144,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T05:41:00Z,-436,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T05:51:00Z,-733,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:01:00Z,-783,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:11:00Z,-957,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:21:00Z,-990,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:31:00Z,-931,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:41:00Z,-936,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T06:51:00Z,-647,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:01:00Z,-300,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:11:00Z,-144,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:21:00Z,-88,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:31:00Z,-114,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:41:00Z,-464,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T07:51:00Z,-1405,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:01:00Z,-2090,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:11:00Z,-2753,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:21:00Z,-2325,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:31:00Z,-1674,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:41:00Z,-1147,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T08:51:00Z,-439,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:01:00Z,-190,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:11:00Z,-91,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:21:00Z,-79,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:31:00Z,-288,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:41:00Z,-953,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T09:51:00Z,-1709,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:01:00Z,-2060,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:11:00Z,-2495,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:21:00Z,-2134,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:31:00Z,-1691,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:41:00Z,-1110,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T10:51:00Z,-462,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:01:00Z,-157,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:11:00Z,-102,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:21:00Z,-130,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:31:00Z,-376,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:41:00Z,-1068,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T11:51:00Z,-1403,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:01:00Z,-1951,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:11:00Z,-1665,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:21:00Z,-971,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:31:00Z,-435,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:41:00Z,-219,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T12:51:00Z,-306,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:01:00Z,-714,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:11:00Z,-1153,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:21:00Z,-1472,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:31:00Z,-1878,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:41:00Z,-1871,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T13:51:00Z,-1440,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:01:00Z,-616,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:11:00Z,-242,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:21:00Z,-145,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:31:00Z,-273,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:41:00Z,-566,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T14:51:00Z,-966,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:01:00Z,-1296,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:11:00Z,-1569,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:21:00Z,-1759,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:31:00Z,-1666,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:41:00Z,-953,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T15:51:00Z,-404,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:01:00Z,-276,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:11:00Z,-332,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:21:00Z,-625,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:31:00Z,-791,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:41:00Z,-1019,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T16:51:00Z,-1551,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:01:00Z,-1839,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:11:00Z,-1474,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:21:00Z,-876,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:31:00Z,-482,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:41:00Z,-350,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T17:51:00Z,-337,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:01:00Z,-310,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:11:00Z,-405,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:21:00Z,-590,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:31:00Z,-916,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:41:00Z,-1385,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T18:51:00Z,-1820,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:01:00Z,-1831,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:11:00Z,-1526,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:21:00Z,-1006,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:31:00Z,-595,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:41:00Z,-351,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T19:51:00Z,-322,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:01:00Z,-281,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:11:00Z,-283,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:21:00Z,-370,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:31:00Z,-587,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:41:00Z,-1113,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T20:51:00Z,-1468,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:01:00Z,-1703,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:11:00Z,-1630,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:21:00Z,-1367,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:31:00Z,-991,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:41:00Z,-602,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T21:51:00Z,-382,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:01:00Z,-252,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:11:00Z,-214,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:21:00Z,-208,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:31:00Z,-185,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:41:00Z,-154,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T22:51:00Z,-143,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:01:00Z,-136,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:11:00Z,-138,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:21:00Z,-127,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:31:00Z,-173,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:41:00Z,-217,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Arrival,2017-01-01T23:51:00Z,-147,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:01:00Z,78,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:11:00Z,127,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:21:00Z,107,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:31:00Z,65,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:41:00Z,36,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T00:51:00Z,34,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:01:00Z,30,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:11:00Z,13,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:21:00Z,13,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:31:00Z,12,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:41:00Z,11,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T01:51:00Z,3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:01:00Z,3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:11:00Z,3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:21:00Z,5,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:31:00Z,5,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:41:00Z,2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T02:51:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T03:01:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T03:21:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T03:31:00Z,2,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T03:41:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T03:51:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T04:51:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T05:31:00Z,1,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T05:41:00Z,3,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T05:51:00Z,444,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:01:00Z,60,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:11:00Z,20,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:21:00Z,47,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:31:00Z,8,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:41:00Z,7,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T06:51:00Z,250,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:01:00Z,44,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:11:00Z,29,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:21:00Z,2466,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:31:00Z,2052,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:41:00Z,1874,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T07:51:00Z,1674,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:01:00Z,418,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:11:00Z,127,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:21:00Z,75,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:31:00Z,58,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:41:00Z,38,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T08:51:00Z,24,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:01:00Z,79,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:11:00Z,2275,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:21:00Z,2708,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:31:00Z,2052,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:41:00Z,1753,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T09:51:00Z,922,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:01:00Z,397,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:11:00Z,136,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:21:00Z,90,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:31:00Z,65,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:41:00Z,54,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T10:51:00Z,85,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:01:00Z,393,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:11:00Z,2423,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:21:00Z,2123,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:31:00Z,2255,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:41:00Z,1806,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T11:51:00Z,642,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:01:00Z,201,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:11:00Z,127,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:21:00Z,80,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:31:00Z,83,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:41:00Z,315,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T12:51:00Z,1771,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:01:00Z,1953,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:11:00Z,1881,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:21:00Z,1015,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:31:00Z,329,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:41:00Z,175,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T13:51:00Z,160,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:01:00Z,138,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:11:00Z,495,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:21:00Z,1791,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:31:00Z,1956,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:41:00Z,2342,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T14:51:00Z,1742,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:01:00Z,664,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:11:00Z,320,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:21:00Z,186,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:31:00Z,133,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:41:00Z,141,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T15:51:00Z,343,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:01:00Z,1459,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:11:00Z,1796,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:21:00Z,2334,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:31:00Z,2332,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:41:00Z,1332,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T16:51:00Z,483,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:01:00Z,304,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:11:00Z,209,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:21:00Z,153,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:31:00Z,227,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:41:00Z,1091,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T17:51:00Z,1966,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:01:00Z,2151,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:11:00Z,2142,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:21:00Z,1610,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:31:00Z,618,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:41:00Z,417,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T18:51:00Z,405,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:01:00Z,313,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:11:00Z,258,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:21:00Z,188,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:31:00Z,248,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:41:00Z,1079,American / Charlotte Douglas International Airport (CLT)
AA,CLT,Departure,2017-01-01T19:51:00Z,1784,American / Charlotte Douglas International Airport (CLT)
